TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
simhash.Simhash,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,58,0.3,2,11,33,80406,1492489924403,1.0,111111111111111111111111111111111111111111111111111,1.0,11111111111111111111111,1.0,11,0,0,2,1,0.9806949806949807,11111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111110111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111011111111111111110111111111111111101111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111,0.75,011011111011,1.0,11111,1.0,11111,1.0,11111111111111111111111
